feature,importance
logarithm_ngtdm_Strength,0.070967069
original_gldm_SmallDependenceLowGrayLevelEmphasis,0.070408738
exponential_glcm_ClusterTendency,0.070181084
wavelet-LLH_glszm_LowGrayLevelZoneEmphasis,0.069794938
exponential_glcm_SumSquares,0.069426229
lbp-3D-k_glrlm_RunLengthNonUniformity,0.068821327
gradient_glszm_LargeAreaHighGrayLevelEmphasis,0.068490389
exponential_glcm_Contrast,0.068328105
exponential_glcm_DifferenceVariance,0.068321461
gradient_glrlm_ShortRunLowGrayLevelEmphasis,0.068166358
exponential_glrlm_GrayLevelVariance,0.067733692
gradient_firstorder_Minimum,0.06689069
wavelet-LHL_glcm_Idmn,0.066584412
lbp-3D-m1_firstorder_RootMeanSquared,0.066480868
logarithm_glszm_LargeAreaEmphasis,0.066347426
logarithm_glszm_ZoneVariance,0.066117302
exponential_gldm_HighGrayLevelEmphasis,0.06603103
exponential_firstorder_Variance,0.065829368
wavelet-LLL_glcm_Id,0.064504392
lbp-3D-k_glszm_LargeAreaHighGrayLevelEmphasis,0.064185938
exponential_gldm_GrayLevelVariance,0.063483279
logarithm_gldm_DependenceNonUniformity,0.063386936
exponential_glszm_SmallAreaHighGrayLevelEmphasis,0.062502185
exponential_glszm_HighGrayLevelZoneEmphasis,0.060853578
wavelet-HHH_gldm_DependenceVariance,0.060333714
logarithm_glszm_SizeZoneNonUniformity,0.059917853
wavelet-HHL_glcm_Idmn,0.059429106
exponential_glcm_ClusterShade,0.058934852
exponential_glszm_GrayLevelNonUniformityNormalized,0.058699438
exponential_glszm_SizeZoneNonUniformity,0.058532503
exponential_ngtdm_Coarseness,0.058442492
exponential_glszm_GrayLevelVariance,0.057852116
exponential_ngtdm_Contrast,0.057647401
lbp-3D-k_glszm_ZoneVariance,0.056984827
lbp-3D-k_glszm_LargeAreaEmphasis,0.056631214
wavelet-LLL_gldm_SmallDependenceEmphasis,0.056352655
exponential_ngtdm_Strength,0.056341659
exponential_glcm_MCC,0.056151903
wavelet-HHH_gldm_DependenceNonUniformityNormalized,0.056113794
lbp-3D-k_glszm_LargeAreaLowGrayLevelEmphasis,0.055946473
exponential_glcm_ClusterProminence,0.055499412
logarithm_glcm_ClusterProminence,0.054434437
square_gldm_DependenceNonUniformityNormalized,0.053913367
square_firstorder_Minimum,0.05383819
wavelet-LLL_gldm_DependenceNonUniformityNormalized,0.052270369
exponential_glszm_LowGrayLevelZoneEmphasis,0.05053315
wavelet-LLL_glszm_ZonePercentage,0.041287041
lbp-2D_firstorder_90Percentile,0.018940269
lbp-2D_firstorder_Entropy,0
lbp-2D_firstorder_Maximum,0
lbp-2D_firstorder_Minimum,0
lbp-2D_firstorder_Range,0
lbp-2D_firstorder_Uniformity,0
lbp-2D_glcm_Autocorrelation,0
lbp-2D_glcm_ClusterProminence,0
lbp-2D_glcm_ClusterShade,0
lbp-2D_glcm_ClusterTendency,0
lbp-2D_glcm_Contrast,0
lbp-2D_glcm_Correlation,0
lbp-2D_glcm_DifferenceAverage,0
lbp-2D_glcm_DifferenceEntropy,0
lbp-2D_glcm_DifferenceVariance,0
lbp-2D_glcm_Id,0
lbp-2D_glcm_Idm,0
lbp-2D_glcm_Idmn,0
lbp-2D_glcm_Idn,0
lbp-2D_glcm_Imc1,0
lbp-2D_glcm_Imc2,0
lbp-2D_glcm_InverseVariance,0
lbp-2D_glcm_JointAverage,0
lbp-2D_glcm_JointEnergy,0
lbp-2D_glcm_JointEntropy,0
lbp-2D_glcm_MCC,0
lbp-2D_glcm_MaximumProbability,0
lbp-2D_glcm_SumAverage,0
lbp-2D_glcm_SumEntropy,0
lbp-2D_glcm_SumSquares,0
lbp-2D_gldm_GrayLevelVariance,0
lbp-2D_gldm_HighGrayLevelEmphasis,0
lbp-2D_gldm_LowGrayLevelEmphasis,0
lbp-2D_glrlm_GrayLevelNonUniformityNormalized,0
lbp-2D_glrlm_GrayLevelVariance,0
lbp-2D_glrlm_HighGrayLevelRunEmphasis,0
lbp-2D_glrlm_LowGrayLevelRunEmphasis,0
lbp-2D_glszm_GrayLevelNonUniformityNormalized,0
lbp-2D_glszm_GrayLevelVariance,0
lbp-2D_glszm_HighGrayLevelZoneEmphasis,0
lbp-2D_glszm_LowGrayLevelZoneEmphasis,0
lbp-2D_ngtdm_Busyness,0
lbp-2D_ngtdm_Coarseness,0
lbp-2D_ngtdm_Complexity,0
lbp-2D_ngtdm_Contrast,0
lbp-2D_ngtdm_Strength,0
lbp-3D-m1_firstorder_Entropy,0
lbp-3D-m1_firstorder_Maximum,0
lbp-3D-m1_firstorder_Minimum,0
lbp-3D-m1_firstorder_Range,0
lbp-3D-m1_firstorder_Uniformity,0
lbp-3D-m1_glcm_Autocorrelation,0
lbp-3D-m1_glcm_ClusterProminence,0
lbp-3D-m1_glcm_ClusterShade,0
lbp-3D-m1_glcm_ClusterTendency,0
lbp-3D-m1_glcm_Contrast,0
lbp-3D-m1_glcm_Correlation,0
lbp-3D-m1_glcm_DifferenceAverage,0
lbp-3D-m1_glcm_DifferenceEntropy,0
lbp-3D-m1_glcm_DifferenceVariance,0
lbp-3D-m1_glcm_Id,0
lbp-3D-m1_glcm_Idm,0
lbp-3D-m1_glcm_Idmn,0
lbp-3D-m1_glcm_Idn,0
lbp-3D-m1_glcm_Imc1,0
lbp-3D-m1_glcm_Imc2,0
lbp-3D-m1_glcm_InverseVariance,0
lbp-3D-m1_glcm_JointAverage,0
lbp-3D-m1_glcm_JointEnergy,0
lbp-3D-m1_glcm_JointEntropy,0
lbp-3D-m1_glcm_MCC,0
lbp-3D-m1_glcm_MaximumProbability,0
lbp-3D-m1_glcm_SumAverage,0
lbp-3D-m1_glcm_SumEntropy,0
lbp-3D-m1_glcm_SumSquares,0
lbp-3D-m1_gldm_GrayLevelVariance,0
lbp-3D-m1_gldm_HighGrayLevelEmphasis,0
lbp-3D-m1_gldm_LowGrayLevelEmphasis,0
lbp-3D-m1_glrlm_GrayLevelNonUniformityNormalized,0
lbp-3D-m1_glrlm_GrayLevelVariance,0
lbp-3D-m1_glrlm_HighGrayLevelRunEmphasis,0
lbp-3D-m1_glrlm_LowGrayLevelRunEmphasis,0
lbp-3D-m1_glszm_GrayLevelNonUniformityNormalized,0
lbp-3D-m1_glszm_GrayLevelVariance,0
lbp-3D-m1_glszm_HighGrayLevelZoneEmphasis,0
lbp-3D-m1_glszm_LowGrayLevelZoneEmphasis,0
lbp-3D-m1_ngtdm_Busyness,0
lbp-3D-m1_ngtdm_Coarseness,0
lbp-3D-m1_ngtdm_Complexity,0
lbp-3D-m1_ngtdm_Contrast,0
lbp-3D-m1_ngtdm_Strength,0
lbp-3D-m2_firstorder_Entropy,0
lbp-3D-m2_firstorder_Minimum,0
lbp-3D-m2_firstorder_Uniformity,0
lbp-3D-m2_glcm_Autocorrelation,0
lbp-3D-m2_glcm_ClusterProminence,0
lbp-3D-m2_glcm_ClusterShade,0
lbp-3D-m2_glcm_ClusterTendency,0
lbp-3D-m2_glcm_Contrast,0
lbp-3D-m2_glcm_Correlation,0
lbp-3D-m2_glcm_DifferenceAverage,0
lbp-3D-m2_glcm_DifferenceEntropy,0
lbp-3D-m2_glcm_DifferenceVariance,0
lbp-3D-m2_glcm_Id,0
lbp-3D-m2_glcm_Idm,0
lbp-3D-m2_glcm_Idmn,0
lbp-3D-m2_glcm_Idn,0
lbp-3D-m2_glcm_Imc1,0
lbp-3D-m2_glcm_Imc2,0
lbp-3D-m2_glcm_InverseVariance,0
lbp-3D-m2_glcm_JointAverage,0
lbp-3D-m2_glcm_JointEnergy,0
lbp-3D-m2_glcm_JointEntropy,0
lbp-3D-m2_glcm_MCC,0
lbp-3D-m2_glcm_MaximumProbability,0
lbp-3D-m2_glcm_SumAverage,0
lbp-3D-m2_glcm_SumEntropy,0
lbp-3D-m2_glcm_SumSquares,0
lbp-3D-m2_gldm_GrayLevelVariance,0
lbp-3D-m2_gldm_HighGrayLevelEmphasis,0
lbp-3D-m2_gldm_LowGrayLevelEmphasis,0
lbp-3D-m2_glrlm_GrayLevelNonUniformityNormalized,0
lbp-3D-m2_glrlm_GrayLevelVariance,0
lbp-3D-m2_glrlm_HighGrayLevelRunEmphasis,0
lbp-3D-m2_glrlm_LowGrayLevelRunEmphasis,0
lbp-3D-m2_glszm_GrayLevelNonUniformityNormalized,0
lbp-3D-m2_glszm_GrayLevelVariance,0
lbp-3D-m2_glszm_HighGrayLevelZoneEmphasis,0
lbp-3D-m2_glszm_LowGrayLevelZoneEmphasis,0
lbp-3D-m2_ngtdm_Busyness,0
lbp-3D-m2_ngtdm_Coarseness,0
lbp-3D-m2_ngtdm_Complexity,0
lbp-3D-m2_ngtdm_Contrast,0
lbp-3D-m2_ngtdm_Strength,0
